run1	temporal	facts	sha256:1dbb603b23bbf16dd4f4a79b67dde900138990a93e98d0d6d7ff90e2668a0ed8
run1	dapr	facts	sha256:51dc2db1fb81f05b69b5a0a316b73a9923e0728b74701b47d490b6cee5faf19b
run1	loki	facts	sha256:d4eb731ef1fb0f99ebbf9b25e7e2553f9edd107891977112fa97919c78879f61
run1	online-boutique	facts	sha256:aeb5f9538b639793831c0282b977a247427a327eae70971423d9d2eba7915034
run2	temporal	facts	sha256:1dbb603b23bbf16dd4f4a79b67dde900138990a93e98d0d6d7ff90e2668a0ed8
run2	dapr	facts	sha256:51dc2db1fb81f05b69b5a0a316b73a9923e0728b74701b47d490b6cee5faf19b
run2	loki	facts	sha256:d4eb731ef1fb0f99ebbf9b25e7e2553f9edd107891977112fa97919c78879f61
run2	online-boutique	facts	sha256:aeb5f9538b639793831c0282b977a247427a327eae70971423d9d2eba7915034
DONE
